fiscal_period_end,total_equity,total_debt,cash_and_equivalents,revenue,gross_profit,operating_income,ebit,net_income,shares_outstanding,revenue_ttm,gross_profit_ttm,operating_income_ttm,ebit_ttm,net_income_ttm,ticker
2016-09-30,124603000000.0,125221000000.0,5895000000.0,121945000000.0,,20099000000.0,20099000000.0,10539000000.0,6171000000.0,187487000000.0,,31829000000.0,31829000000.0,16115000000.0,T
2016-12-31,124110000000.0,123513000000.0,5788000000.0,-79749000000.0,,-16574000000.0,-16574000000.0,-8577000000.0,6168000000.0,163786000000.0,,24347000000.0,24347000000.0,12976000000.0,T
2017-03-31,124981000000.0,133249000000.0,14884000000.0,39365000000.0,,6864000000.0,6864000000.0,3469000000.0,6166000000.0,162616000000.0,,24080000000.0,24080000000.0,12642000000.0,T
2017-06-30,125858000000.0,143655000000.0,25617000000.0,79202000000.0,,14187000000.0,14187000000.0,7384000000.0,6166000000.0,160763000000.0,,24576000000.0,24576000000.0,12815000000.0,T
2017-09-30,126109000000.0,163279000000.0,48499000000.0,118870000000.0,,20590000000.0,20590000000.0,10413000000.0,6164000000.0,157688000000.0,,25067000000.0,25067000000.0,12689000000.0,T
2017-12-31,142007000000.0,164346000000.0,50498000000.0,-76891000000.0,,-20692000000.0,-20692000000.0,8184000000.0,6164000000.0,160546000000.0,,20949000000.0,20949000000.0,29450000000.0,T
2018-03-31,147076000000.0,163046000000.0,48872000000.0,38038000000.0,,6201000000.0,6201000000.0,4662000000.0,6161000000.0,159219000000.0,,20286000000.0,20286000000.0,30643000000.0,T
2018-06-30,184130000000.0,190167000000.0,13523000000.0,77024000000.0,,12667000000.0,12667000000.0,9794000000.0,6257000000.0,157041000000.0,,18766000000.0,18766000000.0,33053000000.0,T
2018-09-30,184971000000.0,183418000000.0,8657000000.0,122763000000.0,,19936000000.0,19936000000.0,14512000000.0,6603000000.0,160934000000.0,,18112000000.0,18112000000.0,37152000000.0,T
2018-12-31,193884000000.0,176505000000.0,5204000000.0,-67069000000.0,,-12708000000.0,-12708000000.0,-9598000000.0,6778000000.0,170756000000.0,,26096000000.0,26096000000.0,19370000000.0,T
2019-03-31,194951000000.0,175480000000.0,6516000000.0,44827000000.0,,7233000000.0,7233000000.0,4096000000.0,7313000000.0,177545000000.0,,27128000000.0,27128000000.0,18804000000.0,T
2019-06-30,194081000000.0,170562000000.0,8423000000.0,89784000000.0,,14733000000.0,14733000000.0,7809000000.0,7318000000.0,190305000000.0,,29194000000.0,29194000000.0,16819000000.0,T
2019-09-30,194327000000.0,165176000000.0,6588000000.0,134372000000.0,,22634000000.0,22634000000.0,11509000000.0,7321000000.0,201914000000.0,,31892000000.0,31892000000.0,13816000000.0,T
2019-12-31,201934000000.0,163147000000.0,12130000000.0,-87790000000.0,,-16645000000.0,-16645000000.0,-9511000000.0,7319000000.0,181193000000.0,,27955000000.0,27955000000.0,13903000000.0,T
2020-03-31,195449000000.0,164269000000.0,9955000000.0,42779000000.0,,7486000000.0,7486000000.0,4610000000.0,7187000000.0,179145000000.0,,28208000000.0,28208000000.0,14417000000.0,T
2020-06-30,193453000000.0,168964000000.0,16941000000.0,83729000000.0,,11018000000.0,11018000000.0,5891000000.0,7166000000.0,173090000000.0,,24493000000.0,24493000000.0,12499000000.0,T
2020-09-30,195056000000.0,158878000000.0,9758000000.0,126069000000.0,,17150000000.0,17150000000.0,8707000000.0,7160000000.0,164787000000.0,,19009000000.0,19009000000.0,9697000000.0,T
2020-12-31,179240000000.0,157245000000.0,9740000000.0,-80817000000.0,,-29249000000.0,-29249000000.0,-24384000000.0,7157000000.0,171760000000.0,,6405000000.0,6405000000.0,-5176000000.0,T
2021-03-31,183079000000.0,180199000000.0,11342000000.0,43939000000.0,,7661000000.0,7661000000.0,7550000000.0,7161000000.0,172920000000.0,,6580000000.0,6580000000.0,-2236000000.0,T
2021-06-30,179846000000.0,179783000000.0,11869000000.0,87984000000.0,,10930000000.0,10930000000.0,9120000000.0,7165000000.0,177175000000.0,,6492000000.0,6492000000.0,993000000.0,T
2021-09-30,181303000000.0,179161000000.0,21270000000.0,127906000000.0,,18039000000.0,18039000000.0,15038000000.0,7167000000.0,179012000000.0,,7381000000.0,7381000000.0,7324000000.0,T
2021-12-31,183855000000.0,177354000000.0,21169000000.0,-90965000000.0,,-13283000000.0,-13283000000.0,-11627000000.0,7168000000.0,168864000000.0,,23347000000.0,23347000000.0,20081000000.0,T
2022-03-31,186556000000.0,207558000000.0,38565000000.0,38105000000.0,,5641000000.0,5641000000.0,4810000000.0,7184000000.0,163030000000.0,,21327000000.0,21327000000.0,17341000000.0,T
2022-06-30,135307000000.0,135957000000.0,4018000000.0,59355000000.0,,10493000000.0,10493000000.0,8967000000.0,7176000000.0,134401000000.0,,20890000000.0,20890000000.0,17188000000.0,T
2022-09-30,139978000000.0,133480000000.0,2423000000.0,89398000000.0,,16505000000.0,16505000000.0,14993000000.0,7169000000.0,95893000000.0,,19356000000.0,19356000000.0,17143000000.0,T
2022-12-31,106457000000.0,135890000000.0,3701000000.0,-66117000000.0,,-37226000000.0,-37226000000.0,-37294000000.0,7166000000.0,120741000000.0,,-4587000000.0,-4587000000.0,-8524000000.0,T
2023-03-31,108346000000.0,137484000000.0,2821000000.0,30139000000.0,,6002000000.0,6002000000.0,4228000000.0,7168000000.0,112775000000.0,,-4226000000.0,-4226000000.0,-9106000000.0,T
2023-06-30,116075000000.0,143280000000.0,9528000000.0,60056000000.0,,12408000000.0,12408000000.0,8717000000.0,7174000000.0,113476000000.0,,-2311000000.0,-2311000000.0,-9356000000.0,T
2023-09-30,117855000000.0,138003000000.0,7540000000.0,90406000000.0,,18190000000.0,18190000000.0,12212000000.0,7178000000.0,114484000000.0,,-626000000.0,-626000000.0,-12137000000.0,T
2023-12-31,117442000000.0,137331000000.0,6722000000.0,-58173000000.0,,-13139000000.0,-13139000000.0,-10757000000.0,7181000000.0,122428000000.0,,23461000000.0,23461000000.0,14400000000.0,T
2024-03-31,118620000000.0,132764000000.0,3520000000.0,30028000000.0,,5847000000.0,5847000000.0,3445000000.0,7192000000.0,122317000000.0,,23306000000.0,23306000000.0,13617000000.0,T
