fiscal_period_end,total_equity,total_debt,cash_and_equivalents,revenue,gross_profit,operating_income,ebit,net_income,shares_outstanding,revenue_ttm,gross_profit_ttm,operating_income_ttm,ebit_ttm,net_income_ttm,ticker
2020-06-30,118304000000.0,63327000000.0,13576000000.0,-64983000000.0,-44152000000.0,-25856000000.0,-25856000000.0,-21803000000.0,7571000000.0,143015000000.0,96937000000.0,52959000000.0,52959000000.0,44281000000.0,MSFT
2020-09-30,123392000000.0,63552000000.0,17205000000.0,37154000000.0,26152000000.0,15876000000.0,15876000000.0,13893000000.0,7564000000.0,147114000000.0,100440000000.0,56149000000.0,56149000000.0,47496000000.0,MSFT
2020-12-31,130236000000.0,60523000000.0,14432000000.0,80230000000.0,55034000000.0,33773000000.0,33773000000.0,29356000000.0,7546000000.0,157383000000.0,108277000000.0,63345000000.0,63345000000.0,54525000000.0,MSFT
2021-03-31,134505000000.0,58058000000.0,13702000000.0,121936000000.0,83695000000.0,50821000000.0,50821000000.0,44813000000.0,7534000000.0,174337000000.0,120729000000.0,74614000000.0,74614000000.0,66259000000.0,MSFT
2021-06-30,141988000000.0,58146000000.0,14224000000.0,-71232000000.0,-49025000000.0,-30554000000.0,-30554000000.0,-26791000000.0,7519000000.0,168088000000.0,115856000000.0,69916000000.0,69916000000.0,61271000000.0,MSFT
2021-09-30,151978000000.0,53288000000.0,19165000000.0,45317000000.0,31671000000.0,20238000000.0,20238000000.0,20505000000.0,7510000000.0,176251000000.0,121375000000.0,74278000000.0,74278000000.0,67883000000.0,MSFT
2021-12-31,160010000000.0,53258000000.0,20604000000.0,97045000000.0,66439000000.0,42485000000.0,42485000000.0,39270000000.0,7500000000.0,193066000000.0,132780000000.0,82990000000.0,82990000000.0,77797000000.0,MSFT
2022-03-31,162924000000.0,49926000000.0,12498000000.0,146405000000.0,100184000000.0,62849000000.0,62849000000.0,55998000000.0,7483000000.0,217535000000.0,149269000000.0,95018000000.0,95018000000.0,88982000000.0,MSFT
2022-06-30,166542000000.0,49781000000.0,13931000000.0,-90497000000.0,-62674000000.0,-42189000000.0,-42189000000.0,-43035000000.0,7464000000.0,198270000000.0,135620000000.0,83383000000.0,83383000000.0,72738000000.0,MSFT
2022-09-30,173566000000.0,48622000000.0,22884000000.0,50122000000.0,34670000000.0,21518000000.0,21518000000.0,17556000000.0,7457000000.0,203075000000.0,138619000000.0,84663000000.0,84663000000.0,69789000000.0,MSFT
2022-12-31,183136000000.0,48116000000.0,15646000000.0,102869000000.0,69929000000.0,41917000000.0,41917000000.0,33981000000.0,7447000000.0,208899000000.0,142109000000.0,84095000000.0,84095000000.0,64500000000.0,MSFT
2023-03-31,194683000000.0,48210000000.0,26562000000.0,155726000000.0,106658000000.0,64269000000.0,64269000000.0,52280000000.0,7437000000.0,218220000000.0,148583000000.0,85515000000.0,85515000000.0,60782000000.0,MSFT
2023-06-30,206223000000.0,47237000000.0,34704000000.0,-96802000000.0,-65205000000.0,-39181000000.0,-39181000000.0,-31456000000.0,7432000000.0,211915000000.0,146052000000.0,88523000000.0,88523000000.0,72361000000.0,MSFT
2023-09-30,220714000000.0,45694000000.0,80452000000.0,56517000000.0,40215000000.0,26895000000.0,26895000000.0,22291000000.0,7431000000.0,218310000000.0,151597000000.0,93900000000.0,93900000000.0,77096000000.0,MSFT
2023-12-31,238268000000.0,47178000000.0,17305000000.0,118537000000.0,82612000000.0,53927000000.0,53927000000.0,44161000000.0,7432000000.0,233978000000.0,164280000000.0,105910000000.0,105910000000.0,87276000000.0,MSFT
2024-03-31,253152000000.0,44907000000.0,19634000000.0,180395000000.0,125965000000.0,81508000000.0,81508000000.0,66100000000.0,7433000000.0,258647000000.0,183587000000.0,123149000000.0,123149000000.0,101096000000.0,MSFT
2024-06-30,268477000000.0,44937000000.0,18315000000.0,-110327000000.0,-77784000000.0,-52897000000.0,-52897000000.0,-44416000000.0,7434000000.0,245122000000.0,171008000000.0,109433000000.0,109433000000.0,88136000000.0,MSFT
2024-09-30,287723000000.0,45117000000.0,20840000000.0,65585000000.0,45486000000.0,30552000000.0,30552000000.0,24667000000.0,7436000000.0,254190000000.0,176279000000.0,113090000000.0,113090000000.0,90512000000.0,MSFT
2024-12-31,302695000000.0,44970000000.0,17482000000.0,135217000000.0,93319000000.0,62205000000.0,62205000000.0,48775000000.0,7435000000.0,270870000000.0,186986000000.0,121368000000.0,121368000000.0,95126000000.0,MSFT
2025-03-31,321891000000.0,42881000000.0,28828000000.0,205283000000.0,141466000000.0,94205000000.0,94205000000.0,74599000000.0,7434000000.0,295758000000.0,202487000000.0,134065000000.0,134065000000.0,103625000000.0,MSFT
2025-06-30,343479000000.0,43151000000.0,30242000000.0,-124361000000.0,-86378000000.0,-58434000000.0,-58434000000.0,-46209000000.0,7434000000.0,281724000000.0,193893000000.0,128528000000.0,128528000000.0,101832000000.0,MSFT
2025-09-30,363076000000.0,43208000000.0,28849000000.0,77673000000.0,53630000000.0,37961000000.0,37961000000.0,27747000000.0,7434000000.0,293812000000.0,202037000000.0,135937000000.0,135937000000.0,104912000000.0,MSFT
2008-06-28,,,9373000000.0,24584000000.0,8406000000.0,4833000000.0,4833000000.0,3698000000.0,879753000.0,,,,,,AAPL
2008-09-27,21030000000.0,,11875000000.0,32479000000.0,11145000000.0,6275000000.0,6275000000.0,4834000000.0,888325973.0,,,,,,AAPL
2008-12-27,,,7236000000.0,11880000000.0,4507000000.0,3101000000.0,3101000000.0,2255000000.0,889142000.0,,,,,,AAPL
2009-03-28,,,4466000000.0,20964000000.0,8134000000.0,5424000000.0,5424000000.0,3875000000.0,890161000.0,89907000000.0,32192000000.0,19633000000.0,19633000000.0,14662000000.0,AAPL
2009-06-27,25888000000.0,,5605000000.0,26667000000.0,9526000000.0,5465000000.0,5465000000.0,4039000000.0,895735210.0,91990000000.0,33312000000.0,20265000000.0,20265000000.0,15003000000.0,AAPL
2009-09-26,27832000000.0,,5263000000.0,-47193000000.0,-15937000000.0,-8915000000.0,-8915000000.0,-6867000000.0,899805500.0,12318000000.0,6230000000.0,5075000000.0,5075000000.0,3302000000.0,AAPL
2009-12-26,35768000000.0,,7609000000.0,15683000000.0,6411000000.0,4725000000.0,4725000000.0,3378000000.0,906282182.0,16121000000.0,8134000000.0,6699000000.0,6699000000.0,4425000000.0,AAPL
2010-03-27,39348000000.0,,10018000000.0,29182000000.0,12036000000.0,8704000000.0,8704000000.0,6452000000.0,909635811.0,24339000000.0,12036000000.0,9979000000.0,9979000000.0,7002000000.0,AAPL
2010-06-26,43111000000.0,,9705000000.0,44882000000.0,18172000000.0,12938000000.0,12938000000.0,9705000000.0,913482347.0,42554000000.0,20682000000.0,17452000000.0,17452000000.0,12668000000.0,AAPL
2010-09-25,47791000000.0,,11261000000.0,-12501000000.0,-5129000000.0,-3078000000.0,-3078000000.0,-1822000000.0,915970050.0,77246000000.0,31490000000.0,23289000000.0,23289000000.0,17713000000.0,AAPL
2010-12-25,54666000000.0,,10734000000.0,26741000000.0,10298000000.0,7827000000.0,7827000000.0,6004000000.0,921035475.0,88304000000.0,35377000000.0,26391000000.0,26391000000.0,20339000000.0,AAPL
2011-03-26,61477000000.0,,15978000000.0,51408000000.0,20516000000.0,15701000000.0,15701000000.0,11991000000.0,924674079.0,110530000000.0,43857000000.0,33388000000.0,33388000000.0,25878000000.0,AAPL
2011-06-25,69343000000.0,,12091000000.0,79979000000.0,32438000000.0,25080000000.0,25080000000.0,19299000000.0,926903779.0,145627000000.0,58123000000.0,45530000000.0,45530000000.0,35472000000.0,AAPL
2011-09-24,76615000000.0,,9815000000.0,-49879000000.0,-19434000000.0,-14818000000.0,-14818000000.0,-11372000000.0,929277000.0,108249000000.0,43818000000.0,33790000000.0,33790000000.0,25922000000.0,AAPL
2011-12-31,90054000000.0,,10310000000.0,46333000000.0,20703000000.0,17340000000.0,17340000000.0,13064000000.0,932214000.0,127841000000.0,54223000000.0,43303000000.0,43303000000.0,32982000000.0,AAPL
2012-03-31,102498000000.0,,10121000000.0,85519000000.0,39267000000.0,32724000000.0,32724000000.0,24686000000.0,934982000.0,161952000000.0,72974000000.0,60326000000.0,60326000000.0,45677000000.0,AAPL
2012-06-30,111746000000.0,,7945000000.0,120542000000.0,54261000000.0,44297000000.0,44297000000.0,33510000000.0,937266000.0,202515000000.0,94797000000.0,79543000000.0,79543000000.0,59888000000.0,AAPL
2012-09-29,118210000000.0,,10746000000.0,-95886000000.0,-45569000000.0,-39120000000.0,-39120000000.0,-29527000000.0,939208000.0,156508000000.0,68662000000.0,55241000000.0,55241000000.0,41733000000.0,AAPL
2012-12-29,127346000000.0,,16154000000.0,54512000000.0,21060000000.0,17210000000.0,17210000000.0,13078000000.0,938973000.0,164687000000.0,69019000000.0,55111000000.0,55111000000.0,41747000000.0,AAPL
2013-03-30,135490000000.0,,12053000000.0,98115000000.0,37409000000.0,29768000000.0,29768000000.0,22625000000.0,940094000.0,177283000000.0,67161000000.0,52155000000.0,52155000000.0,39686000000.0,AAPL
2013-06-29,123354000000.0,16958000000.0,11248000000.0,133438000000.0,50433000000.0,38969000000.0,38969000000.0,29525000000.0,908442000.0,190179000000.0,63333000000.0,46827000000.0,46827000000.0,35701000000.0,AAPL
2013-09-28,123549000000.0,16960000000.0,14259000000.0,-115155000000.0,-44598000000.0,-36948000000.0,-36948000000.0,-28191000000.0,899213000.0,170910000000.0,64304000000.0,48999000000.0,48999000000.0,37037000000.0,AAPL
2013-12-28,129684000000.0,16961000000.0,14077000000.0,57594000000.0,21846000000.0,17463000000.0,17463000000.0,13072000000.0,892447000.0,173992000000.0,65090000000.0,49252000000.0,49252000000.0,37031000000.0,AAPL
2014-03-29,120179000000.0,16962000000.0,18949000000.0,103240000000.0,39793000000.0,31056000000.0,31056000000.0,23295000000.0,861745.0,179117000000.0,67474000000.0,50540000000.0,50540000000.0,37701000000.0,AAPL
2014-06-28,120940000000.0,31040000000.0,12977000000.0,140672000000.0,54528000000.0,41338000000.0,41338000000.0,31043000000.0,5989171000.0,186351000000.0,71569000000.0,52909000000.0,52909000000.0,39219000000.0,AAPL
2014-09-27,111547000000.0,28987000000.0,13844000000.0,-118711000000.0,-45630000000.0,-37354000000.0,-37354000000.0,-27900000000.0,5866161000.0,182795000000.0,70537000000.0,52503000000.0,52503000000.0,39510000000.0,AAPL
2014-12-27,123328000000.0,36403000000.0,19478000000.0,74599000000.0,29741000000.0,24246000000.0,24246000000.0,18024000000.0,5826419000.0,199800000000.0,78432000000.0,59286000000.0,59286000000.0,44462000000.0,AAPL
2015-03-28,129006000000.0,43871000000.0,14489000000.0,132609000000.0,53397000000.0,42524000000.0,42524000000.0,31593000000.0,5762278000.0,229169000000.0,92036000000.0,70754000000.0,70754000000.0,52760000000.0,AAPL
2015-06-27,125677000000.0,49919000000.0,15319000000.0,182214000000.0,73078000000.0,56607000000.0,56607000000.0,42270000000.0,5705400000.0,270711000000.0,110586000000.0,86023000000.0,86023000000.0,63987000000.0,AAPL
2015-09-26,119355000000.0,55963000000.0,21120000000.0,-155707000000.0,-62590000000.0,-52147000000.0,-52147000000.0,-38493000000.0,5578753000.0,233715000000.0,93626000000.0,71230000000.0,71230000000.0,53394000000.0,AAPL
2015-12-26,128267000000.0,55704000000.0,16689000000.0,75872000000.0,30423000000.0,24171000000.0,24171000000.0,18361000000.0,5544487000.0,234988000000.0,94308000000.0,71155000000.0,71155000000.0,53731000000.0,AAPL
2016-03-26,130457000000.0,71874000000.0,21514000000.0,126429000000.0,50344000000.0,38158000000.0,38158000000.0,28877000000.0,5478446000.0,228808000000.0,91255000000.0,66789000000.0,66789000000.0,51015000000.0,AAPL
2016-06-25,126541000000.0,72439000000.0,18237000000.0,168787000000.0,66450000000.0,48263000000.0,48263000000.0,36673000000.0,5393165000.0,215381000000.0,84627000000.0,58445000000.0,58445000000.0,45418000000.0,AAPL
2016-09-24,128249000000.0,78927000000.0,20484000000.0,-155449000000.0,-62954000000.0,-50568000000.0,-50568000000.0,-38224000000.0,5336166000.0,215639000000.0,84263000000.0,60024000000.0,60024000000.0,45687000000.0,AAPL
2016-12-31,132390000000.0,77056000000.0,16371000000.0,78351000000.0,30176000000.0,23359000000.0,23359000000.0,17891000000.0,5255423000.0,218118000000.0,84016000000.0,59212000000.0,59212000000.0,45217000000.0,AAPL
2017-04-01,134082000000.0,88530000000.0,15157000000.0,52896000000.0,50767000000.0,37456000000.0,37456000000.0,28920000000.0,5205815000.0,144585000000.0,84439000000.0,58510000000.0,58510000000.0,45260000000.0,AAPL
2017-07-01,132425000000.0,96359000000.0,18571000000.0,45408000000.0,68255000000.0,48224000000.0,48224000000.0,37637000000.0,5169782000.0,21206000000.0,86244000000.0,58471000000.0,58471000000.0,46224000000.0,AAPL
2017-09-30,134047000000.0,103703000000.0,20289000000.0,52579000000.0,-61012000000.0,-47695000000.0,-47695000000.0,-36097000000.0,5126201000.0,229234000000.0,88186000000.0,61344000000.0,61344000000.0,48351000000.0,AAPL
2017-12-30,140199000000.0,110420000000.0,27491000000.0,88293000000.0,33912000000.0,26274000000.0,26274000000.0,20065000000.0,5081651000.0,239176000000.0,91922000000.0,64259000000.0,64259000000.0,50525000000.0,AAPL
2018-03-31,126878000000.0,109860000000.0,45059000000.0,149430000000.0,57334000000.0,42168000000.0,42168000000.0,33887000000.0,4943282000.0,335710000000.0,98489000000.0,68971000000.0,68971000000.0,55492000000.0,AAPL
2018-06-30,114949000000.0,102626000000.0,31971000000.0,202695000000.0,77755000000.0,54780000000.0,54780000000.0,45406000000.0,4842917000.0,492997000000.0,107989000000.0,75527000000.0,75527000000.0,63261000000.0,AAPL
2018-09-29,107147000000.0,102519000000.0,25913000000.0,-174823000000.0,-67162000000.0,-52324000000.0,-52324000000.0,-39827000000.0,4754986000.0,265595000000.0,101839000000.0,70898000000.0,70898000000.0,59531000000.0,AAPL
2018-12-29,117892000000.0,102761000000.0,44771000000.0,84310000000.0,32031000000.0,23346000000.0,23346000000.0,19965000000.0,4729803000.0,261612000000.0,99958000000.0,67970000000.0,67970000000.0,59431000000.0,AAPL
2019-03-30,105860000000.0,100706000000.0,37988000000.0,142325000000.0,53852000000.0,36761000000.0,36761000000.0,31526000000.0,4607284000.0,254507000000.0,96476000000.0,62563000000.0,62563000000.0,57070000000.0,AAPL
2019-06-29,96456000000.0,98465000000.0,50530000000.0,196134000000.0,74079000000.0,48305000000.0,48305000000.0,41570000000.0,4531395000.0,247946000000.0,92800000000.0,56088000000.0,56088000000.0,53234000000.0,AAPL
2019-09-28,90488000000.0,102067000000.0,48844000000.0,-162595000000.0,-61570000000.0,-44482000000.0,-44482000000.0,-37805000000.0,4443236000.0,260174000000.0,98392000000.0,63930000000.0,63930000000.0,55256000000.0,AAPL
2019-12-28,89531000000.0,103302000000.0,39771000000.0,91819000000.0,35217000000.0,25569000000.0,25569000000.0,22236000000.0,4384959000.0,267683000000.0,101578000000.0,66153000000.0,66153000000.0,57527000000.0,AAPL
2020-03-28,78425000000.0,99478000000.0,40174000000.0,150132000000.0,57587000000.0,38422000000.0,38422000000.0,33485000000.0,4323987000.0,275490000000.0,105313000000.0,67814000000.0,67814000000.0,59486000000.0,AAPL
2020-06-27,72282000000.0,101557000000.0,33383000000.0,209817000000.0,80267000000.0,51513000000.0,51513000000.0,44738000000.0,4283939000.0,289173000000.0,111501000000.0,71022000000.0,71022000000.0,62654000000.0,AAPL
2020-09-26,65339000000.0,107440000000.0,38016000000.0,-177253000000.0,-68115000000.0,-49216000000.0,-49216000000.0,-43048000000.0,16976763000.0,274515000000.0,104956000000.0,66288000000.0,66288000000.0,57411000000.0,AAPL
2020-12-26,66224000000.0,107043000000.0,36010000000.0,111439000000.0,44328000000.0,33534000000.0,33534000000.0,28755000000.0,16823263000.0,294135000000.0,114067000000.0,74253000000.0,74253000000.0,63930000000.0,AAPL
2021-03-27,69178000000.0,116645000000.0,38466000000.0,201023000000.0,82407000000.0,61037000000.0,61037000000.0,52385000000.0,16686305000.0,345026000000.0,138887000000.0,96868000000.0,96868000000.0,82830000000.0,AAPL
2021-06-26,64280000000.0,113791000000.0,34050000000.0,282457000000.0,117662000000.0,85163000000.0,85163000000.0,74129000000.0,16556942000.0,417666000000.0,176282000000.0,130518000000.0,130518000000.0,112221000000.0,AAPL
2021-09-25,63090000000.0,118719000000.0,34940000000.0,-229102000000.0,-91561000000.0,-70785000000.0,-70785000000.0,-60589000000.0,16426786000.0,365817000000.0,152836000000.0,108949000000.0,108949000000.0,94680000000.0,AAPL
2021-12-25,71932000000.0,117798000000.0,37119000000.0,123945000000.0,54243000000.0,41488000000.0,41488000000.0,34630000000.0,16340851000.0,378323000000.0,162751000000.0,116903000000.0,116903000000.0,100555000000.0,AAPL
2022-03-26,67399000000.0,112982000000.0,28098000000.0,221223000000.0,96802000000.0,71467000000.0,71467000000.0,59640000000.0,16207568000.0,398523000000.0,177146000000.0,127333000000.0,127333000000.0,107810000000.0,AAPL
2022-06-25,58107000000.0,108709000000.0,27502000000.0,304182000000.0,132687000000.0,94543000000.0,94543000000.0,79082000000.0,16095378000.0,420248000000.0,192171000000.0,136713000000.0,136713000000.0,112763000000.0,AAPL
2022-09-24,50672000000.0,110087000000.0,23646000000.0,-255022000000.0,-112950000000.0,-88061000000.0,-88061000000.0,-73549000000.0,15943425000.0,394328000000.0,170782000000.0,119437000000.0,119437000000.0,99803000000.0,AAPL
2022-12-31,56727000000.0,109367000000.0,20535000000.0,117154000000.0,50332000000.0,36016000000.0,36016000000.0,29998000000.0,15842407000.0,387537000000.0,166871000000.0,113965000000.0,113965000000.0,95171000000.0,AAPL
2023-04-01,62158000000.0,107619000000.0,24687000000.0,211990000000.0,92308000000.0,64334000000.0,64334000000.0,54158000000.0,15723406000.0,378304000000.0,162377000000.0,106832000000.0,106832000000.0,89689000000.0,AAPL
2023-07-01,60274000000.0,105287000000.0,28408000000.0,293787000000.0,128721000000.0,87332000000.0,87332000000.0,74039000000.0,15647868000.0,367909000000.0,158411000000.0,99621000000.0,99621000000.0,84646000000.0,AAPL
2023-09-30,62146000000.0,105103000000.0,29965000000.0,-239646000000.0,-102213000000.0,-73381000000.0,-73381000000.0,-61200000000.0,15550061000.0,383285000000.0,169148000000.0,114301000000.0,114301000000.0,96995000000.0,AAPL
2023-12-30,74100000000.0,106042000000.0,40760000000.0,119575000000.0,54855000000.0,40373000000.0,40373000000.0,33916000000.0,15460223000.0,385706000000.0,173671000000.0,118658000000.0,118658000000.0,100913000000.0,AAPL
2024-03-30,74194000000.0,102593000000.0,32695000000.0,210328000000.0,97126000000.0,68273000000.0,68273000000.0,57552000000.0,15337686000.0,384044000000.0,178489000000.0,122597000000.0,122597000000.0,104307000000.0,AAPL
2024-06-29,66708000000.0,98310000000.0,25565000000.0,296105000000.0,136804000000.0,93625000000.0,93625000000.0,79000000000.0,15222259000.0,386362000000.0,186572000000.0,128890000000.0,128890000000.0,109268000000.0,AAPL
2024-09-28,56950000000.0,96662000000.0,29943000000.0,-234973000000.0,-108102000000.0,-79055000000.0,-79055000000.0,-76732000000.0,15116786000.0,391035000000.0,180683000000.0,123216000000.0,123216000000.0,93736000000.0,AAPL
2024-12-28,66758000000.0,94804000000.0,30299000000.0,124300000000.0,58275000000.0,42832000000.0,42832000000.0,36330000000.0,15040731000.0,395760000000.0,184103000000.0,125675000000.0,125675000000.0,96150000000.0,AAPL
2025-03-29,66796000000.0,92204000000.0,28162000000.0,219659000000.0,103142000000.0,72421000000.0,72421000000.0,61110000000.0,14939315000.0,405091000000.0,190119000000.0,129823000000.0,129823000000.0,99708000000.0,AAPL
2025-06-28,65830000000.0,91775000000.0,36269000000.0,313695000000.0,146860000000.0,100623000000.0,100623000000.0,84544000000.0,14856722000.0,422681000000.0,200175000000.0,136821000000.0,136821000000.0,105252000000.0,AAPL
2025-09-27,73733000000.0,90678000000.0,35934000000.0,-241493000000.0,-113076000000.0,-82826000000.0,-82826000000.0,-69974000000.0,14773260000.0,416161000000.0,195201000000.0,133050000000.0,133050000000.0,112010000000.0,AAPL
2008-01-25,,,726969000.0,,,,,,,,,,,,NVDA
2008-07-27,,,719143000.0,2046064000.0,664760000.0,47587000.0,47587000.0,55876000.0,555531000.0,,,,,,NVDA
2008-10-26,,,461253000.0,2943719000.0,1032603000.0,104383000.0,104383000.0,117624000.0,551623000.0,,,,,,NVDA
2009-01-25,2394652000.0,25634000.0,417688000.0,3424859000.0,1174269000.0,-70700000.0,-70700000.0,-30041000.0,538460766.0,,,,,,NVDA
2009-01-26,,,417688000.0,,,,,,,,,,,,NVDA
2009-04-26,,,512274000.0,664231000.0,189696000.0,-230965000.0,-230965000.0,-201338000.0,542307.0,,,,,,NVDA
2009-07-26,2247409000.0,25060000.0,523785000.0,1440751000.0,346419000.0,-341072000.0,-341072000.0,-306640000.0,544463000.0,,,,,,NVDA
2009-10-25,2423635000.0,24760000.0,614490000.0,2343957000.0,738202000.0,-233227000.0,-233227000.0,-199063000.0,546737000.0,,,,,,NVDA
2010-05-02,2860645000.0,24098000.0,447262000.0,1001813000.0,456377000.0,147393000.0,147393000.0,137594000.0,567183.0,5450752000.0,1730694000.0,-657871000.0,-657871000.0,-569447000.0,NVDA
2010-08-01,2760514000.0,23734000.0,377003000.0,1813021000.0,590669000.0,-27814000.0,-27814000.0,-3367000.0,569971.0,6599542000.0,2131667000.0,-454720000.0,-454720000.0,-371476000.0,NVDA
2010-10-31,2897880000.0,23359000.0,451174000.0,2656933000.0,982731000.0,75969000.0,75969000.0,81495000.0,572420.0,7815724000.0,2767979000.0,-37679000.0,-37679000.0,16659000.0,NVDA
2011-01-30,3181462000.0,23389000.0,665361000.0,64244000.0,172348000.0,367133000.0,367133000.0,320257000.0,588555701.0,5536011000.0,2202125000.0,562681000.0,562681000.0,535979000.0,NVDA
2011-05-01,3447808000.0,22957000.0,683633000.0,962039000.0,484503000.0,154862000.0,154862000.0,135219000.0,594802.0,5496237000.0,2230251000.0,570150000.0,570150000.0,533604000.0,NVDA
2011-07-31,3689469000.0,22493000.0,532614000.0,1978556000.0,1009787000.0,328892000.0,328892000.0,286792000.0,598077.0,5661772000.0,2649369000.0,926856000.0,926856000.0,823763000.0,NVDA
2011-10-30,3973450000.0,21949000.0,566816000.0,3044736000.0,1566504000.0,525982000.0,525982000.0,465065000.0,600563000.0,6049575000.0,3233142000.0,1376869000.0,1376869000.0,1207333000.0,NVDA
2012-01-29,4145724000.0,21439000.0,667876000.0,-1987401000.0,-1004277000.0,-361437000.0,-361437000.0,-305986000.0,612191412.0,3997930000.0,2056517000.0,648299000.0,648299000.0,581090000.0,NVDA
2012-04-29,4287428000.0,20830000.0,369135000.0,924877000.0,463364000.0,72826000.0,72826000.0,60437000.0,615780000.0,3960768000.0,2035378000.0,566263000.0,566263000.0,506308000.0,NVDA
2012-07-29,4453665000.0,20237000.0,499618000.0,1969147000.0,1004083000.0,212449000.0,212449000.0,179483000.0,617388000.0,3951359000.0,2029674000.0,449820000.0,449820000.0,398999000.0,NVDA
2012-10-28,4722846000.0,19627000.0,525388000.0,3173257000.0,1640741000.0,464666000.0,464666000.0,388563000.0,619043000.0,4079880000.0,2103911000.0,388504000.0,388504000.0,322497000.0,NVDA
2013-01-27,4827703000.0,,732786000.0,-1787122000.0,-881845000.0,-101702000.0,-101702000.0,-65947000.0,616756134.0,4280159000.0,2226343000.0,648239000.0,648239000.0,562536000.0,NVDA
2013-04-28,4824936000.0,18333000.0,561423000.0,954739000.0,518568000.0,82781000.0,82781000.0,77891000.0,616872000.0,4310021000.0,2281547000.0,658194000.0,658194000.0,579990000.0,NVDA
2013-07-28,4172173000.0,17685000.0,591321000.0,1931977000.0,1064106000.0,188315000.0,188315000.0,174339000.0,601109000.0,4272851000.0,2341570000.0,634060000.0,634060000.0,574846000.0,NVDA
2013-10-27,4320647000.0,17015000.0,562084000.0,2985944000.0,1648521000.0,329303000.0,329303000.0,293073000.0,594363000.0,4085538000.0,2349350000.0,498697000.0,498697000.0,479356000.0,NVDA
2014-01-26,4456398000.0,1356375000.0,1151587000.0,-1742498000.0,-963432000.0,-104172000.0,-104172000.0,-105313000.0,567996734.0,4130162000.0,2267763000.0,496227000.0,496227000.0,439990000.0,NVDA
2014-04-27,4166985000.0,1363276000.0,509165000.0,1102787000.0,604202000.0,151359000.0,151359000.0,136516000.0,559092000.0,4278210000.0,2353397000.0,564805000.0,564805000.0,498615000.0,NVDA
2014-07-27,4304786000.0,1370249000.0,515092000.0,2205611000.0,1223176000.0,314538000.0,314538000.0,264492000.0,558657000.0,4551844000.0,2512467000.0,691028000.0,691028000.0,588768000.0,NVDA
2014-10-26,4204593000.0,1377259000.0,394683000.0,3430993000.0,1899874000.0,527853000.0,527853000.0,437459000.0,555035000.0,4996893000.0,2763820000.0,889578000.0,889578000.0,733154000.0,NVDA
2015-04-26,4556000000.0,1391000000.0,464000000.0,1151000000.0,653000000.0,176000000.0,176000000.0,134000000.0,549000000.0,7890391000.0,4380252000.0,1169750000.0,1169750000.0,972467000.0,NVDA
2015-07-26,4185000000.0,1399000000.0,435000000.0,2304000000.0,1286000000.0,250000000.0,250000000.0,160000000.0,545000000.0,9091604000.0,5062050000.0,1268391000.0,1268391000.0,995951000.0,NVDA
2015-10-25,4465000000.0,1406000000.0,471000000.0,3609000000.0,2020000000.0,495000000.0,495000000.0,406000000.0,544000000.0,10494993000.0,5858874000.0,1448853000.0,1448853000.0,1137459000.0,NVDA
2016-01-31,4469000000.0,1413000000.0,596000000.0,-2054000000.0,-1148000000.0,-174000000.0,-174000000.0,-86000000.0,539000000.0,5010000000.0,2811000000.0,747000000.0,747000000.0,614000000.0,NVDA
2016-05-01,4196000000.0,9000000.0,547000000.0,1305000000.0,751000000.0,245000000.0,245000000.0,196000000.0,537000000.0,5164000000.0,2909000000.0,816000000.0,816000000.0,676000000.0,NVDA
2016-07-31,4480000000.0,8000000.0,426000000.0,2733000000.0,1577000000.0,561000000.0,561000000.0,449000000.0,536000000.0,5593000000.0,3200000000.0,1127000000.0,1127000000.0,965000000.0,NVDA
2016-10-30,5324000000.0,1982000000.0,1940000000.0,4737000000.0,2760000000.0,1201000000.0,1201000000.0,1012000000.0,536000000.0,6721000000.0,3940000000.0,1833000000.0,1833000000.0,1571000000.0,NVDA
2017-01-29,5762000000.0,1983000000.0,1766000000.0,-1865000000.0,-1025000000.0,-73000000.0,-73000000.0,9000000.0,585000000.0,6910000000.0,4063000000.0,1934000000.0,1934000000.0,1666000000.0,NVDA
2017-04-30,6132000000.0,1984000000.0,1989000000.0,1937000000.0,1150000000.0,554000000.0,554000000.0,507000000.0,592000000.0,7542000000.0,4462000000.0,2243000000.0,2243000000.0,1977000000.0,NVDA
2017-07-30,5973000000.0,1984000000.0,1988000000.0,2230000000.0,2452000000.0,1242000000.0,1242000000.0,1091000000.0,595000000.0,7039000000.0,5337000000.0,2924000000.0,2924000000.0,2619000000.0,NVDA
2017-10-29,6352000000.0,1985000000.0,2802000000.0,2636000000.0,4021000000.0,2137000000.0,2137000000.0,1928000000.0,597000000.0,4938000000.0,6598000000.0,3860000000.0,3860000000.0,3535000000.0,NVDA
2018-01-28,7471000000.0,1985000000.0,4002000000.0,2911000000.0,-1801000000.0,-723000000.0,-723000000.0,-479000000.0,606000000.0,9714000000.0,5822000000.0,3210000000.0,3210000000.0,3047000000.0,NVDA
2018-04-29,7717000000.0,1986000000.0,765000000.0,3207000000.0,2068000000.0,1295000000.0,1295000000.0,1244000000.0,606000000.0,10984000000.0,6740000000.0,3951000000.0,3951000000.0,3784000000.0,NVDA
2018-07-29,8795000000.0,1987000000.0,718000000.0,3123000000.0,4043000000.0,2452000000.0,2452000000.0,2345000000.0,607000000.0,11877000000.0,8331000000.0,5161000000.0,5161000000.0,5038000000.0,NVDA
